city_name,city_country_code,city_id,city_lat,city_lng,city_max_temp,city_humidity,city_cloud_cover,city_wind_speed,record_dt
Bom Jesus,BR,3385228,-5.99,-35.58,77.0,88,0,3.36,1524272400
Mbekenyera,TZ,878006,-10.0,38.98,66.82,98,44,2.26,1524277385
Mpulungu,ZM,175961,-8.77,31.12,57.1,96,20,4.61,1524277385
Mporokoso,ZM,175967,-9.37,30.12,61.15,92,0,6.58,1524277386
Mitsamiouli,KM,921786,-11.38,43.28,81.31,100,8,10.76,1524277386
Padang,ID,1633419,-0.92,100.36,81.67,100,0,3.71,1524277278
Conceicao do Araguaia,BR,3401845,-8.26,-49.26,75.64,89,32,3.38,1524277386
Paita,PE,3694112,-5.09,-81.11,70.78,77,0,5.35,1524277387
Caxito,AO,2242001,-8.58,13.66,78.8,88,40,3.36,1524276000
Igurusi,TZ,159380,-8.83,33.85,55.48,97,44,2.37,1524277387
Auki,SB,2109701,-8.77,160.7,80.23,100,68,2.71,1524277387
Pucallpa,PE,3693345,-8.38,-74.54,80.6,83,40,5.82,1524272400
Pitimbu,BR,3391889,-7.47,-34.81,75.2,88,0,3.36,1524272400
Manoel Urbano,BR,3663495,-8.84,-69.26,75.37,96,68,2.1,1524277388
Hambantota,LK,1244926,6.12,81.12,80.77,100,24,7.07,1524277261
Tual,ID,1623197,-5.67,132.75,82.21,100,44,5.84,1524277388
Manono,CD,209598,-7.3,27.4,71.14,88,44,2.77,1524277388
Kaputa,ZM,176758,-8.47,29.66,61.33,93,12,2.04,1524277389
Balsas,BR,3406545,-7.53,-46.04,86.26,43,8,11.32,1524277389
Ifakara,TZ,159492,-8.13,36.68,69.43,98,92,2.26,1524277389
Lucapa,AO,145724,-8.42,20.74,63.22,95,44,1.48,1524277390
Kerema,PG,2094144,-7.96,145.78,81.4,87,44,3.49,1524277390
Soyo,AO,2236967,-6.13,12.37,75.46,97,8,2.82,1524277390
Bangkalan,ID,1650298,-7.05,112.74,84.73,100,0,2.82,1524277390
Sousa,BR,3387202,-6.77,-38.23,70.15,91,0,3.22,1524277391
Izazi,TZ,158825,-7.24,35.72,59.35,96,12,2.89,1524277391
Mayumba,GA,2399001,-3.44,10.65,79.78,100,80,4.56,1524277391
Sumenep,ID,1626099,-7.02,113.87,84.91,100,0,5.06,1524277391
Gamba,GA,2400547,-2.72,10.02,80.59,100,80,6.29,1524277391
Sukabumi,ID,1626381,-6.92,106.93,82.21,86,36,3.78,1524277392
Eirunepe,BR,3664321,-6.66,-69.87,73.75,98,88,2.1,1524277206
Buala,SB,2109528,-8.15,159.59,82.39,100,56,3.71,1524277392
Pringsewu,ID,1630639,-5.36,104.98,83.83,86,20,3.0,1524277392
Kimbe,PG,2093967,-5.56,150.15,81.85,100,76,2.26,1524277393
Lasem,ID,8142546,-6.99,112.52,84.73,100,0,2.82,1524277393
Kananga,CD,214481,-5.9,22.41,70.15,97,48,2.48,1524277393
Cabedelo,BR,3404558,-6.97,-34.84,75.2,88,0,3.36,1524272400
Kundiawa,PG,2093059,-6.02,144.97,64.57,98,92,1.48,1524277393
Serra Branca,BR,3398105,-7.57,-40.23,77.53,61,36,9.82,1524277394
Jacareacanga,BR,3397763,-6.22,-57.76,73.93,97,12,2.04,1524277394
Chake Chake,TZ,160677,-5.25,39.77,80.23,100,32,10.16,1524277394
Jutai,BR,3388869,-1.71,-47.89,73.57,97,24,3.0,1524277394
Meulaboh,ID,1214488,4.14,96.13,80.95,100,68,3.56,1524277224
Kabalo,CD,215668,-6.05,26.92,68.44,97,12,2.82,1524277455
Katobu,ID,1640972,-4.94,122.53,86.17,87,76,2.33,1524277455
Lagoa Nova,BR,3396662,-6.09,-36.47,69.61,91,8,5.5,1524277455
Ambon,ID,1651531,-3.7,128.18,85.72,92,56,3.78,1524277217
Manicore,BR,3663503,-5.81,-61.3,74.74,92,32,1.81,1524277455
Talara,PE,3691582,-4.58,-81.27,70.78,77,0,5.35,1524277456
Acu,BR,3663524,-3.35,-60.45,77.0,88,20,6.29,1524276000
Touros,BR,3386213,-5.2,-35.46,77.89,94,68,9.75,1524277232
Tayu,ID,1624545,-6.54,111.05,82.3,100,68,3.83,1524277456
Tabou,CI,2281120,4.42,-7.36,83.29,96,44,11.65,1524277456
Kalianget,ID,1621395,-7.35,109.91,79.15,79,76,1.54,1524277457
Kinkala,CG,2258984,-4.35,14.75,75.2,83,20,2.24,1524276000
Paciran,ID,1633442,-6.9,112.33,84.82,95,0,1.99,1524277457
Novo Aripuana,BR,3663142,-5.12,-60.38,74.56,94,48,2.48,1524277457
Omboue,GA,2396853,-1.57,9.26,81.49,100,92,8.37,1524277457
Nabire,ID,1634614,-3.36,135.5,78.07,85,48,2.59,1524277458
Cabinda,AO,2243271,-5.56,12.19,80.32,100,80,5.73,1524277458
Altamira,BR,3407882,-3.2,-52.21,73.4,100,0,2.1,1524272400
Micheweni,TZ,153955,-4.97,39.83,80.95,100,20,13.18,1524277458
Puerto Narino,CO,3671387,-3.77,-70.38,73.4,100,75,3.11,1524276000
Itaituba,BR,3397967,-4.26,-55.99,74.65,97,24,2.21,1524277459
Natal,BR,3394023,-5.81,-35.21,77.0,88,0,3.36,1524272400
Magomeni,TZ,155321,-6.8,39.25,73.12,96,8,4.79,1524277459
Ndago,TZ,151872,-4.6,34.35,61.42,99,92,2.89,1524277459
Pangkalanbuun,ID,1632694,-2.68,111.62,73.66,100,92,3.6,1524277460
Kendari,ID,1640344,-3.99,122.52,84.64,79,80,3.71,1524277220
Lufilufi,WS,4035249,-13.87,-171.6,81.85,100,56,6.62,1524277460
Rabaul,PG,2087894,-4.2,152.17,78.43,100,88,5.73,1524277460
Kandrian,PG,2094746,-6.21,149.55,78.79,97,88,3.49,1524277460
Banjarmasin,ID,1650213,-3.32,114.59,86.17,87,12,2.77,1524277460
Gualaquiza,EC,3657661,-3.4,-78.58,60.52,99,64,2.1,1524277461
Axim,GH,2303611,4.87,-2.24,81.85,98,32,11.65,1524277217
Autazes,BR,3406948,-3.58,-59.13,76.0,90,36,3.71,1524277461
Vanimo,PG,2084442,-2.67,141.3,83.02,100,0,8.63,1524277461
Mogadishu,SO,53654,2.04,45.34,80.41,100,44,6.62,1524277461
Masumbwe,TZ,154654,-3.65,32.16,63.22,100,80,3.27,1524277462
Machala,EC,3654533,-3.26,-79.96,80.6,65,75,3.36,1524276000
Amahai,ID,1651591,-3.31,129.0,82.57,100,0,3.71,1524277462
Djambala,CG,2260401,-2.55,14.76,69.61,95,92,4.12,1524277462
Sao Joao Batista,BR,3397893,-3.13,-58.38,72.04,100,0,2.37,1524277463
Martapura,ID,1636022,-3.41,114.85,86.17,87,12,2.77,1524277463
Malindi,KE,187968,-3.22,40.12,80.41,88,64,9.53,1524277463
Sorong,ID,1626542,-0.86,131.25,83.65,100,8,5.39,1524277463
Manacapuru,BR,3663529,-3.3,-60.62,74.92,97,88,6.29,1524277463
Gitega,BI,426272,-3.43,29.93,57.64,93,24,3.0,1524277464
Mangai,CD,2313084,-4.07,19.59,71.41,100,76,2.77,1524277464
Santo Antonio do Ica,BR,3662395,-3.1,-67.94,74.56,99,92,3.78,1524277201
Manggar,ID,1636426,-2.88,108.27,86.71,91,20,3.83,1524277524
Tsogni,GA,2400547,-2.79,10.1,80.59,100,80,6.29,1524277524
Sampit,ID,1628884,-2.54,112.95,81.13,94,64,5.39,1524277525
Kindu,CD,212902,-2.95,25.92,69.34,100,88,2.77,1524277525
Portel,BR,3391412,-1.94,-50.82,75.64,96,64,3.83,1524277525
Aitape,PG,2101169,-3.15,142.36,84.91,89,48,6.8,1524277525
Ilebo,CD,215976,-4.33,20.59,70.6,98,32,2.55,1524277526
Barabai,ID,1650064,-2.59,115.38,86.71,77,32,2.82,1524277526
Aquiraz,BR,3407407,-3.9,-38.39,78.8,78,40,9.17,1524276000
San Patricio,MX,3985168,19.22,-104.7,80.6,83,40,5.82,1524275100
Macas,EC,3654541,-2.3,-78.12,60.79,91,24,1.7,1524277526
Kavieng,PG,2094342,-2.57,150.8,83.56,100,64,7.29,1524277527
Puerto Leguizamo,CO,3671437,-0.19,-74.78,75.46,92,48,2.77,1524277527
Jambi,ID,1642858,-1.6,103.62,81.22,96,88,3.78,1524277527
Konza,KE,190544,-1.74,37.13,62.6,93,75,1.12,1524276000
Maraa,BR,3663475,-1.83,-65.37,74.83,97,88,2.89,1524277528
Port-Gentil,GA,2396518,-0.72,8.78,80.05,100,88,5.79,1524277528
Sibolga,ID,1213855,1.74,98.78,77.98,88,0,2.59,1524277528
Witu,KE,178093,-2.39,40.44,79.6,83,92,4.72,1524277529
Amuntai,ID,1651461,-2.42,115.25,86.71,77,32,2.82,1524277529
Harper,LR,2276492,4.38,-7.71,83.11,97,88,11.05,1524277529
Takoradi,GH,2294915,4.89,-1.75,79.42,98,32,6.58,1524277502
Luwuk,ID,1637001,-0.95,122.79,83.2,92,36,2.48,1524277529
Kitui,KE,191038,-1.37,38.02,65.29,98,80,4.56,1524277529
Tondano,ID,1623424,1.3,124.91,87.8,62,20,2.24,1524272400
Ewo,CG,2260009,-0.88,14.81,67.36,99,92,7.4,1524277530
Butembo,CD,217562,0.12,29.29,61.24,97,44,2.55,1524277530
Solok,ID,1626649,-0.79,100.66,78.52,95,0,2.82,1524277530
Simpang,ID,6705237,4.36,96.17,80.95,100,68,3.56,1524277531
Mumford,GH,2297810,5.26,-0.76,78.25,93,0,7.52,1524277531
Mbandaka,CD,2312895,0.05,18.26,69.97,100,92,2.33,1524277531
Bahia de Caraquez,EC,3660401,-0.6,-80.42,78.8,83,75,6.93,1524276000
Boende,CD,218680,-0.28,20.88,71.23,98,88,2.55,1524277532
Namatanai,PG,2090021,-3.66,152.44,80.77,100,76,13.67,1524277524
Thinadhoo,MV,1337610,0.53,72.93,76.09,100,92,8.81,1524277532
Barcelos,BR,3665098,-0.97,-62.93,73.12,97,48,4.05,1524277532
Augusto Correa,BR,3406961,-1.02,-46.63,75.19,96,0,4.23,1524277532
Jilib,SO,56166,0.49,42.79,77.17,93,64,6.06,1524277532
Paracuru,BR,3393115,-3.41,-39.03,78.8,78,40,9.17,1524276000
Sao Gabriel da Cachoeira,BR,3662342,-0.13,-67.09,72.13,98,48,1.7,1524277533
Palu,ID,1633034,-0.9,119.87,77.89,64,76,1.25,1524277533
Itarema,BR,3393692,-2.92,-39.92,76.99,93,56,3.89,1524277533
Ixtapa,MX,4004293,20.71,-105.21,77.0,88,5,10.29,1524271680
Nyahururu,KE,183027,0.03,36.37,54.67,95,36,3.38,1524277534
Booue,GA,2401495,-0.09,11.94,72.49,100,92,1.21,1524277594
Biak,ID,1637001,-0.91,122.88,83.2,92,36,2.48,1524277595
Monrovia,LR,2274895,6.33,-10.8,77.0,94,36,5.82,1524276000
Impfondo,CG,2259655,1.64,18.07,73.39,95,80,1.77,1524277595
Afua,BR,3408269,-0.16,-50.39,78.16,100,8,6.91,1524277595
Kapit,MY,1737185,2.02,112.94,81.85,86,80,1.88,1524277595
Hobyo,SO,57000,5.35,48.53,75.82,94,12,3.0,1524277596
Kamuli,UG,232397,0.94,33.12,66.55,98,24,3.11,1524277596
Carutapera,BR,3402648,-1.2,-46.02,78.07,94,0,7.58,1524277596
Acapulco,MX,3533462,16.86,-99.88,82.4,78,5,4.7,1524275160
Bitung,ID,1648636,1.44,125.19,87.8,62,20,2.24,1524272400
San Sebastian,CO,3676623,-4.18,-69.95,73.4,100,75,4.0,1524276000
Sembe,CG,2255304,1.65,14.58,71.77,94,12,3.78,1524277597
Muisne,EC,3653967,0.61,-80.02,73.21,95,48,3.04,1524277597
Kieta,PG,2094027,-6.22,155.63,79.42,100,92,3.83,1524277597
Bontang,ID,1648186,0.12,117.47,81.04,100,64,5.5,1524277597
Matara,LK,1235846,5.95,80.54,80.59,100,20,5.79,1524277598
Curillo,CO,3733861,1.03,-75.92,67.18,92,24,1.77,1524277598
Yenagoa,NG,2318123,4.92,6.26,68.35,97,32,2.71,1524277598
Hilo,US,5855927,19.71,-155.08,78.8,69,20,8.05,1524275760
Gorontalo,ID,1643837,0.54,123.06,82.93,83,24,2.37,1524277599
Kaberamaido,UG,233019,1.76,33.16,67.27,96,80,2.26,1524277599
Kudahuvadhoo,MV,1337607,2.67,72.89,77.53,100,92,13.33,1524277599
Lazaro Cardenas,MX,3996234,28.39,-105.62,82.4,8,40,19.46,1524274800
Amapa,BR,3401225,-1.83,-56.23,75.28,95,12,2.26,1524277599
Robertsport,LR,2274275,6.75,-11.37,80.59,100,24,8.81,1524277600
Bandar,ID,1649593,-4.2,104.14,79.51,100,68,4.38,1524277600
Mersing,MY,1732826,2.43,103.84,84.01,92,36,4.38,1524277600
Manokwari,ID,1636308,-0.87,134.08,80.95,100,44,2.55,1524277600
Muli,MV,1337617,2.92,73.57,77.35,100,92,7.36,1524277600
Mapiripan,CO,3792394,2.89,-72.13,72.67,95,36,2.71,1524277600
Lodwar,KE,189280,3.12,35.6,69.7,94,24,2.82,1524277422
Luba,GQ,2309528,3.46,8.55,73.4,94,20,3.11,1524276000
Coahuayana,MX,3981460,18.62,-100.35,70.69,59,0,2.04,1524277601
Lorengau,PG,2092164,-2.02,147.27,85.45,95,88,9.26,1524277601
San Jeronimo,MX,3982846,29.37,-110.79,80.6,19,20,9.17,1524274920
Grand-Santi,GF,3381538,4.27,-54.38,74.74,95,56,3.04,1524277601
Buchanan,LR,2278158,5.88,-10.05,77.0,94,20,5.82,1524276000
Wattegama,LK,1241622,7.35,80.68,78.52,91,12,3.89,1524277602
Tarakan,ID,1624725,3.3,117.63,83.02,97,56,2.82,1524277602
Kribi,CM,2229761,2.94,9.91,75.55,99,68,2.21,1524277602
Wamba,CD,204318,2.14,27.99,68.26,95,32,2.1,1524277603
Galle,LK,1246294,6.04,80.22,80.59,100,20,5.79,1524277603
Pizarro,CO,3672086,4.95,-77.37,79.6,95,80,5.35,1524277604
Trairi,BR,3386177,-3.28,-39.27,84.01,97,76,13.11,1524277604
Lethem,GY,3379316,3.38,-59.8,81.85,67,76,10.16,1524277604
Ternate,ID,1624041,0.8,127.4,83.47,100,20,1.54,1524277604
Caucaia,BR,3402429,-3.73,-38.66,78.8,78,40,9.17,1524276000
Banda Aceh,ID,1215502,5.56,95.32,79.24,92,88,2.48,1524277605
Mosquera,CO,3674292,4.71,-74.23,51.8,87,20,3.36,1524276000
Mahibadhoo,MV,1337605,3.78,72.97,78.52,100,88,6.02,1524277665
Sibu,MY,1735902,2.29,111.83,75.2,94,75,4.7,1524276000
Mattru,SL,2409215,7.62,-11.83,75.37,87,64,3.11,1524277666
Bubaque,GW,2374583,11.28,-15.83,71.6,83,0,10.29,1524272400
Lagos,NG,2332459,6.46,3.39,78.8,88,20,3.89,1524276000
Limbang,MY,1737714,4.75,115.0,87.8,66,40,3.36,1524276000
Puerto Escondido,MX,3520994,15.86,-97.07,84.2,70,75,5.82,1524274800
Zemio,CF,235826,5.02,25.13,72.85,90,68,5.57,1524277667
Bandarbeyla,SO,64814,9.49,50.81,82.12,100,88,2.26,1524277667
Cabo San Lucas,MX,3985710,22.89,-109.91,77.0,56,40,4.7,1524275220
Orocue,CO,3673536,4.79,-71.34,76.18,83,8,5.73,1524277668
Cabuyaro,CO,3688151,4.29,-72.79,72.94,93,36,3.22,1524277668
Cururupu,BR,3401148,-1.82,-44.87,77.08,89,0,6.13,1524277668
Sao Filipe,CV,3374210,14.9,-24.5,68.26,100,44,15.41,1524277668
Pundaguitan,PH,1698289,6.37,126.17,82.12,100,12,0.98,1524277669
San-Pedro,CI,2282006,4.75,-6.64,77.26,95,8,7.4,1524277669
Butaritari,KI,2110227,3.07,172.79,84.01,98,68,13.29,1524277669
Paka,MY,1734313,4.64,103.44,82.4,83,75,2.24,1524272400
Kloulklubed,PW,7671223,7.04,134.26,87.8,79,75,3.36,1524275400
Kalmunai,LK,1242110,7.42,81.82,81.4,92,8,2.59,1524277670
Sarangani,PH,1687186,5.4,125.46,82.84,100,24,4.83,1524277670
Boa Vista,BR,3664980,2.82,-60.67,86.0,62,75,11.41,1524276000
Jinka,ET,333750,5.79,36.57,62.41,96,100,1.99,1524277672
Miri,MY,1738050,4.41,114.01,84.2,70,75,2.24,1524276000
Ginir,ET,336454,7.14,40.71,59.89,98,76,2.82,1524277672
Salinopolis,BR,3389822,-0.61,-47.36,80.95,100,48,11.1,1524277672
La Palma,PA,3707058,8.4,-78.14,75.91,100,24,1.48,1524277673
Obo,CF,236950,5.39,26.49,72.85,83,44,6.73,1524277673
Bonthe,SL,2409914,7.53,-12.5,78.88,87,44,4.56,1524277673
Tecoanapa,MX,3532499,16.99,-99.26,82.4,78,5,4.7,1524275160
Mutis,CO,3689325,6.23,-77.4,77.71,100,88,4.61,1524277673
Kibre Mengist,ET,333103,5.87,38.99,57.82,100,88,2.82,1524277674
Sabang,ID,1623502,1.17,120.82,82.66,100,0,5.5,1524277674
Xuddur,SO,49747,4.12,43.89,69.52,97,76,2.33,1524277571
Jardim,BR,3460087,-21.48,-56.15,67.09,90,8,3.22,1524277552
Rafai,CF,236524,4.95,23.92,72.13,92,88,12.06,1524277674
Upata,VE,3625710,8.02,-62.41,77.8,69,48,8.25,1524277675
Kanniyakumari,IN,1268008,8.08,77.57,85.54,98,8,4.23,1524277675
Sinnamary,GF,3380290,5.38,-52.96,77.35,100,80,8.25,1524277675
Santa Cruz,CR,3621607,10.26,-85.58,82.4,61,0,9.17,1524276000
Zimmi,SL,2402689,7.31,-11.31,76.72,90,12,3.27,1524277675
Kuala Terengganu,MY,1734705,5.33,103.14,82.4,83,75,4.7,1524272400
Santiago,PH,1687801,16.69,121.54,83.47,72,12,1.54,1524277736
Champerico,GT,3598787,14.3,-91.92,77.62,97,8,3.49,1524277736
Puerto Carreno,CO,3671519,6.19,-67.49,82.4,83,75,4.27,1524272400
Bantogon,PH,1726977,6.53,124.03,82.57,86,20,3.04,1524277737
Gambela,ET,337405,8.25,34.59,60.97,90,32,3.38,1524277737
Kulhudhuffushi,MV,1337613,6.62,73.07,86.53,97,32,3.6,1524277737
Malayal,PH,1702944,7.21,121.94,89.6,62,40,4.7,1524276000
Port Blair,IN,1259385,11.67,92.75,84.82,100,0,5.12,1524277738
Labuan,MY,1734240,5.33,115.2,87.8,74,75,2.24,1524276000
Ngaoundere,CM,2224827,7.32,13.58,62.86,98,68,6.62,1524277738
Sirawai,PH,1686123,7.59,122.14,86.35,74,68,4.83,1524277738
Remedios,CO,3668175,7.03,-74.7,67.72,100,64,1.7,1524277738
Tumpat,MY,1736356,6.2,102.17,82.4,83,75,4.7,1524272400
Garowe,SO,58933,8.41,48.48,69.07,94,88,2.89,1524277739
Mana,GF,3381041,5.67,-53.78,74.47,98,64,2.37,1524277739
Remedios,PA,3701491,8.23,-81.83,82.4,83,20,2.24,1524276000
Wukari,NG,2318921,7.87,9.78,75.1,90,12,9.53,1524277740
little baguio,PH,1710470,6.5,124.5,82.57,86,20,3.04,1524277740
Kavaratti,IN,1267390,10.57,72.64,85.36,100,12,7.52,1524277740
Mabaruma,GY,3377301,8.2,-59.78,77.35,90,24,6.24,1524277740
Siocon,PH,1724435,11.03,124.04,84.55,96,8,4.5,1524277741
Macenta,GN,2417988,8.55,-9.47,69.97,98,64,2.1,1524277741
Barinas,VE,3648546,8.64,-70.23,77.71,77,8,6.02,1524277741
Bedesa,ET,342559,8.9,40.78,56.83,93,48,2.37,1524277742
Iracoubo,GF,3381428,5.48,-53.21,74.74,97,76,3.49,1524277742
Robe,ET,336350,7.12,40.01,56.65,96,92,2.82,1524277742
Bouna,CI,2290849,9.27,-3.0,71.41,94,68,10.65,1524277742
Necocli,CO,3673974,8.42,-76.79,80.6,83,40,11.41,1524276000
Ciudad Guayana,VE,3645528,8.32,-62.69,79.33,75,0,6.91,1524277743
Pochutla,MX,3517970,15.74,-96.47,84.2,70,75,5.82,1524274800
Conakry,GN,2422465,9.52,-13.7,79.15,100,0,9.82,1524277743
Calabozo,VE,3647444,8.92,-67.43,81.94,55,8,14.41,1524277665
Cayenne,GF,3382160,4.94,-52.33,77.0,100,75,1.12,1524276000
Phan Thiet,VN,1571058,10.93,108.1,84.91,80,20,7.58,1524277541
Sarh,TD,2425791,9.14,18.39,86.0,51,0,6.93,1524276000
Bacolod,PH,1729564,10.68,122.95,85.09,70,76,7.92,1524277744
San Carlos del Zulia,VE,3628489,9.0,-71.91,82.12,78,32,3.38,1524277744
Balabac,PH,1728675,7.99,117.06,81.67,100,56,8.37,1524277566
Kapaa,US,5848280,22.08,-159.32,78.8,78,75,18.34,1524275760
Valera,VE,3625542,9.31,-70.61,76.99,94,24,1.48,1524277745
Birao,CF,240210,10.3,22.78,65.02,46,0,2.82,1524277745
Ca Mau,VN,1586443,9.18,105.15,83.02,87,100,6.24,1524277745
Cayhagan,PH,1717550,9.67,122.43,84.01,96,8,5.28,1524277746
San Antero,CO,3670199,9.38,-75.76,80.6,88,75,7.92,1524276000
Wa,GH,2294206,10.06,-2.51,72.13,94,56,11.1,1524277746
Hargeysa,SO,57289,9.56,44.06,63.58,97,76,4.34,1524277746
Mamou,GN,2417833,10.37,-12.08,70.24,76,0,2.71,1524277746
Cantapoy,PH,1718886,9.49,125.44,81.94,95,68,9.08,1524277747
Trincomalee,LK,1226260,8.58,81.23,82.39,87,0,5.84,1524277807
Bosaso,SO,64013,11.28,49.18,80.95,100,0,4.72,1524277808
Palamedu,IN,1260786,10.12,78.12,82.4,83,20,3.36,1524276000
Pilar,PH,1693839,14.67,120.55,91.4,55,20,13.87,1524276000
Lere,NG,2332079,10.39,8.57,70.15,97,8,8.75,1524277808
Am Timan,TD,245338,11.04,20.28,67.27,35,0,5.5,1524277809
Aracataca,CO,3689759,10.59,-74.19,86.0,66,75,6.93,1524276000
Georgetown,GY,3378644,6.8,-58.16,77.0,88,0,6.93,1524276000
Moron,VE,3631878,10.49,-68.2,66.91,91,76,2.37,1524277809
Cam Ranh,VN,1586350,11.92,109.15,82.03,84,0,3.6,1524277810
Scarborough,TT,3573703,11.18,-60.73,78.8,78,40,11.41,1524276000
Berbera,SO,64435,10.44,45.01,67.72,89,8,2.48,1524277810
Oistins,BB,3373652,13.07,-59.53,77.0,88,40,20.8,1524276000
Liberia,CR,3623076,10.63,-85.44,82.4,61,0,9.17,1524276000
Sikasso,ML,2451185,11.32,-5.68,77.35,71,12,11.43,1524277811
Carupano,VE,3646382,10.67,-63.26,75.91,93,92,8.14,1524277811
Sulangan,PH,1685422,11.14,123.72,83.47,100,48,12.06,1524277811
Tirumullaivasal,IN,1254367,11.24,79.84,84.64,82,12,5.39,1524277812
Prachuap Khiri Khan,TH,1151074,11.81,99.79,84.91,79,0,3.22,1524277812
Nagapattinam,IN,1262260,10.76,79.84,86.8,72,12,6.58,1524277812
Mongo,TD,2427637,12.18,18.69,63.94,51,0,3.33,1524277814
Caraballeda,VE,3646767,10.61,-66.85,77.0,83,40,3.36,1524276000
San Andres,CO,7522928,8.22,-76.58,80.6,83,40,11.41,1524276000
Punto Fijo,VE,3629576,11.69,-70.21,81.85,65,80,18.14,1524277814
Uribia,CO,3666409,11.71,-72.27,81.13,64,68,20.11,1524277814
Tuy Hoa,VN,1563281,13.08,109.3,81.67,83,36,3.33,1524277815
Idio,PH,1711337,11.62,122.1,83.65,90,20,12.55,1524277815
Acoyapa,NI,3620978,11.97,-85.17,79.15,74,44,12.39,1524277816
Ouagadougou,BF,2357048,12.37,-1.53,86.0,25,0,5.82,1524272400
Gusau,NG,2339937,12.17,6.66,79.15,62,20,12.1,1524277817
Aden,YE,415189,12.79,45.03,81.13,100,0,5.01,1524277818
La Paz Centro,NI,3618411,12.34,-86.68,82.4,78,20,11.41,1524276000
Massaguet,TD,2428231,12.48,15.44,86.0,23,0,3.36,1524276000
Reo,BF,2356228,12.32,-2.47,77.17,67,20,7.25,1524277820
Tandalti,SD,366426,13.01,31.87,69.07,43,0,3.6,1524277821
Puerto Madero,MX,3520989,14.72,-92.42,78.8,83,5,2.04,1524275100
Katpadi,IN,1267456,12.98,79.14,83.74,71,0,4.12,1524277821
Korem,ET,332746,12.51,39.52,58.99,77,48,0.76,1524277822
Kutum,SD,371745,14.2,24.66,57.28,23,0,5.61,1524277822
Puerto El Triunfo,SV,3584003,13.27,-88.55,84.2,74,0,10.29,1524275400
Gouyave,GD,3580279,12.16,-61.73,78.8,83,40,13.87,1524272400
Pattaya,TH,1614295,12.93,100.9,86.0,66,20,9.17,1524274200
Salalah,OM,286621,17.01,54.1,77.0,36,0,3.36,1524275400
Kedougou,SN,2250645,12.56,-12.19,72.94,45,0,5.73,1524277823
Kankon,IN,1268022,15.02,74.02,84.28,100,8,10.38,1524277884
Edd,ER,338345,13.93,41.69,71.77,52,0,1.99,1524277884
Dabat,ET,340358,12.98,37.77,60.25,74,36,1.99,1524277884
Tambacounda,SN,2244991,13.77,-13.67,82.4,24,0,4.7,1524276000
Porto Novo,CV,3374336,17.02,-25.06,68.0,68,75,20.8,1524276000
Sa Kaeo,TH,1606807,13.8,102.09,85.99,85,8,4.72,1524277885
Bafoulabe,ML,2460755,13.81,-10.83,76.09,41,0,8.52,1524277885
Yanam,IN,1252795,16.73,82.22,88.69,69,0,4.23,1524277647
Tessaoua,NE,2438823,13.76,7.99,69.7,61,20,3.27,1524277885
Praia,CV,3374333,14.92,-23.51,68.0,72,20,17.22,1524276000
Dawei,MM,1293625,14.07,98.19,87.07,61,0,2.59,1524277886
Kolokani,ML,2454955,13.58,-8.03,77.44,47,76,3.83,1524277886
Palauig,PH,1696188,15.44,119.9,88.06,71,0,2.33,1524277886
Filingue,NE,2444995,14.35,3.32,71.77,24,12,9.04,1524277886
Gossas,SN,2244221,14.49,-16.06,64.84,73,12,10.83,1524277887
Corquin,HN,3613171,14.57,-88.87,68.71,74,56,2.26,1524277887
Ouallam,NE,2440371,14.32,2.08,75.55,18,12,11.83,1524277887
Oranjestad,AW,3577154,12.52,-70.03,80.6,78,20,17.22,1524276000
Ranibennur,IN,1258474,14.62,75.62,83.2,48,0,5.01,1524277887
Biltine,TD,244878,14.53,20.93,70.6,15,0,12.06,1524277888
Fatick,SN,2246608,14.33,-16.4,64.84,73,12,10.83,1524277888
Lahij,YE,73560,13.06,44.88,65.29,75,0,2.55,1524277888
Anantapur,IN,1278672,14.68,77.61,82.12,71,0,7.92,1524277631
Diffa,NE,2445704,13.32,12.61,68.35,44,0,2.59,1524277888
Iralaya,HN,3608828,15.0,-83.23,79.15,94,88,11.83,1524277889
Goure,NE,2444219,13.98,10.27,72.67,49,0,2.59,1524277889
Veraval,IN,1253237,20.9,70.37,82.12,88,0,7.85,1524277889
Nanakuli,US,5851349,21.39,-158.15,82.4,69,75,14.99,1524275820
Yarim,YE,69559,14.3,44.38,47.47,87,0,2.21,1524277890
Gigmoto,PH,1712961,13.78,124.39,82.03,98,88,7.52,1524277890
Bajil,YE,77408,15.06,43.29,79.42,65,92,2.55,1524277890
Morant Bay,JM,3489440,17.88,-76.41,82.4,74,75,4.7,1524276000
Gao,ML,2457163,16.28,-0.04,74.29,23,0,10.76,1524277890
Guerrero Negro,MX,4021858,27.97,-114.04,61.6,73,24,12.84,1524277891
San Policarpo,PH,1688696,12.18,125.51,83.29,94,80,9.26,1524277891
Mangrol,IN,1263751,25.33,76.51,80.68,17,0,5.61,1524277891
Sal Rei,CV,3374235,16.18,-22.92,68.0,68,40,12.75,1524276000
Sokolo,ML,2450849,14.74,-6.12,71.23,41,0,5.61,1524277891
Dakar,SN,2253354,14.69,-17.45,64.4,100,12,9.17,1524276000
Douentza,ML,2458334,15.01,-2.95,66.01,43,0,5.23,1524277892
Kayes,ML,2455518,14.44,-11.44,75.37,39,0,8.3,1524277892
Salina Cruz,MX,3520064,16.18,-95.2,81.49,52,0,13.85,1524277892
