city_name,city_country_code,city_id,city_lat,city_lng,city_max_temp,city_humidity,city_cloud_cover,city_wind_speed,record_dt
Katsuura,JP,1865309,33.93,134.5,64.4,55,0,9.17,1524312000
Guisa,CU,3557332,20.25,-76.54,78.8,83,40,6.93,1524315060
Araouane,ML,2460954,18.9,-3.53,102.55,14,0,4.61,1524317496
Jieshi,CN,1805857,22.82,115.83,73.12,99,80,8.9,1524317496
Palma Soriano,CU,3545064,20.21,-75.99,80.6,61,20,8.05,1524315000
Chinchani,IN,1261309,16.42,74.53,83.47,33,8,6.33,1524317496
Adilabad,IN,1279344,19.68,78.53,86.08,30,0,5.55,1524317496
La Huerta,MX,3995652,25.51,-107.76,74.65,33,24,2.75,1524317497
Marawi,SD,370481,18.48,31.82,102.64,10,0,4.99,1524317497
Sawakin,SD,367544,19.1,37.33,86.89,63,0,7.56,1524317497
Sangamner,IN,1257436,19.57,74.2,77.08,58,0,5.5,1524317497
Thanh Hoa,VN,1574023,10.21,106.33,81.13,83,0,7.9,1524317497
Naze,JP,1855540,28.37,129.48,71.14,100,32,14.12,1524317498
Nizwa,OM,286987,22.93,57.53,82.21,34,44,1.97,1524317498
Basco,PH,1726449,20.45,121.97,80.23,97,92,15.84,1524317498
Celestun,MX,3531368,20.87,-90.4,77.71,100,0,14.45,1524317498
Campeche,MX,3531732,19.84,-90.54,73.4,88,5,7.56,1524314460
Honolulu,US,5856195,21.3,-157.86,73.4,69,40,6.93,1524315420
Trimbak,IN,1254177,19.93,73.53,81.04,34,0,7.07,1524317499
Road Town,VG,3577430,18.42,-64.62,82.4,61,40,9.17,1524315900
Diu,IN,1272502,20.71,70.98,86.44,29,0,10.54,1524317499
Emilio Carranza,MX,3514843,19.97,-96.61,75.91,78,0,5.77,1524317499
Guantanamo,CU,3557689,20.14,-75.21,82.4,74,40,9.17,1524315360
Sotuta,MX,3516515,20.6,-89.01,69.8,94,5,5.82,1524316200
Las Varas,MX,3999162,21.18,-105.14,68.0,100,75,2.48,1524315000
Isla Mujeres,MX,3526756,21.23,-86.73,80.6,74,5,4.7,1524314640
Mecca,SA,104515,21.43,39.83,104.0,26,20,6.93,1524315600
Calnali,MX,3531789,20.9,-98.58,71.59,71,64,3.2,1524317501
Abu Dhabi,AE,292968,24.47,54.37,89.6,24,0,10.29,1524315600
Mohpa,IN,1262873,21.31,78.83,100.4,16,20,9.17,1524315600
Tessalit,ML,2449893,20.2,1.01,94.09,13,0,8.23,1524317503
Nouadhibou,MR,2377457,20.93,-17.03,75.2,33,0,20.8,1524315600
San Juan de los Lagos,MX,3985865,21.25,-102.33,57.2,50,20,5.82,1524314400
La Ceiba,MX,3523349,21.09,-89.63,75.2,83,75,6.93,1524316020
Tierranueva,MX,3981652,21.68,-100.57,62.41,69,0,3.71,1524317505
Saiha,IN,1257771,22.49,92.98,73.03,80,32,1.25,1524317506
Maymyo,MM,1309937,22.03,96.47,91.4,49,40,3.36,1524313800
Ishigaki,JP,1861416,24.34,124.16,73.21,100,56,11.88,1524317539
Cockburn Town,TC,3576994,21.46,-71.14,79.24,96,88,17.85,1524317540
Santa Fe,CU,3553478,23.13,-82.26,75.2,94,75,4.7,1524315300
Taoudenni,ML,2450173,22.68,-3.98,101.47,12,0,8.57,1524317600
Digha,IN,1272625,21.62,87.51,85.63,90,0,19.64,1524317600
Sundargarh,IN,1255437,22.12,84.04,87.61,28,68,6.29,1524317601
Moron,CU,3546434,22.11,-78.63,82.4,74,20,10.29,1524315000
Todos Santos,MX,3981432,23.45,-110.23,68.0,59,40,9.17,1524314700
Falam,MM,1326105,22.91,93.68,67.18,77,0,1.86,1524317601
The Valley,AI,3573374,18.22,-63.06,82.4,65,40,17.22,1524315600
Shimoda,JP,1852357,34.7,138.93,63.49,93,0,18.19,1524317601
Ducheng,CN,7895339,30.54,114.9,67.36,95,80,7.9,1524317602
Huejuquilla el Alto,MX,4004616,22.63,-103.9,64.57,34,0,3.2,1524317602
Lao Cai,VN,1576303,22.48,103.95,68.89,81,88,1.25,1524317602
Ha Giang,VN,1581349,22.83,104.99,67.09,97,56,1.52,1524317602
Mogok,MM,1308937,22.92,96.51,68.17,80,0,0.69,1524317603
Buraydah,SA,107304,26.33,43.97,96.8,15,5,2.24,1524315600
Nuevitas,CU,3545841,21.55,-77.27,77.0,88,20,9.17,1524315000
Basirhat,IN,1277950,22.67,88.87,91.4,70,75,10.29,1524313800
Hasaki,JP,2112802,35.73,140.83,57.2,87,0,4.7,1524315600
Clarence Town,BS,3572640,23.1,-74.98,78.34,100,24,12.82,1524317604
San Juan,US,4726440,26.19,-98.16,73.4,94,90,9.17,1524315300
Jaumave,MX,3526564,23.41,-99.38,71.6,78,5,16.11,1524314400
Cockburn Town,BS,3572627,24.03,-74.52,77.62,95,64,12.82,1524317605
Panaba,MX,3521972,21.28,-88.27,85.99,61,0,6.62,1524317605
Kotma,IN,1265964,23.2,81.98,81.04,28,0,6.55,1524317606
Nuevo Progreso,MX,3522013,17.14,-95.05,74.83,100,76,6.06,1524317607
Kaiyuan,CN,2036337,42.54,124.04,47.56,95,92,11.54,1524317608
Bangaon,IN,1276917,30.69,78.19,55.75,71,0,2.82,1524317609
Riyadh,SA,108410,24.63,46.72,100.4,8,0,9.17,1524315600
Mantua,CU,3547930,22.29,-84.28,80.95,73,64,6.73,1524317610
Tula,MX,3524391,18.59,-95.38,78.16,89,8,2.86,1524317610
Aswan,EG,359792,24.09,32.9,104.0,7,0,8.05,1524312000
Rock Sound,BS,3571592,24.9,-76.2,72.94,100,80,12.93,1524317611
Bahia Honda,CU,3567995,22.9,-83.16,80.86,72,0,6.85,1524317611
Jiwani,PK,1175712,25.05,61.74,80.95,63,0,9.57,1524317612
Govindgarh,IN,1270854,27.5,77.0,79.69,17,0,9.35,1524317612
Chaozhou,CN,1815395,23.66,116.62,75.2,73,40,2.86,1524315600
Matamoros,MX,3996426,25.53,-103.23,66.2,63,40,3.83,1524314400
Jhudo,PK,1169367,24.96,69.3,83.83,16,0,6.51,1524317613
Puerto del Rosario,ES,2512186,28.5,-13.86,73.4,64,75,18.34,1524315600
Los Llanos de Aridane,ES,2514651,28.66,-17.92,71.6,46,40,6.93,1524315600
Imphal,IN,1269771,24.8,93.94,72.85,70,48,3.49,1524317614
Santa catarina de Tepehuanes,MX,3984571,25.34,-105.72,64.21,33,8,3.27,1524317614
Guamuchil,MX,4005297,25.47,-108.1,70.78,50,8,4.21,1524317411
Sharjah,AE,292672,25.36,55.39,91.4,20,0,11.41,1524315600
Tiznit,MA,2527089,29.7,-9.73,64.21,79,0,8.52,1524317614
Ormara,PK,1168700,25.21,64.64,81.31,68,0,14.45,1524317614
Purnia,IN,1259166,25.78,87.47,74.47,81,0,5.84,1524317614
Nabisar,PK,1169580,25.07,69.64,83.83,16,0,6.51,1524317615
Palera,IN,1260734,25.02,79.23,83.74,16,0,8.75,1524317615
Aguimes,ES,2522325,27.91,-15.45,68.0,56,75,8.05,1524315600
Pasni,PK,1168312,25.26,63.48,82.12,81,0,14.45,1524317675
Kahului,US,5847411,20.89,-156.47,73.4,83,1,13.87,1524315360
Manama,BH,290340,26.22,50.58,96.8,62,0,13.87,1524317400
Loreto,MX,3998291,22.27,-101.99,66.64,48,0,4.05,1524317676
Arona,ES,2521582,28.1,-16.68,69.8,43,20,9.17,1524315600
Estelle,US,4671240,32.87,-97.01,59.0,71,90,12.75,1524316860
Kailua,US,5847486,21.39,-157.74,73.4,78,40,9.17,1524315420
Gushikawa,JP,1863495,26.35,127.87,73.4,94,75,12.75,1524316860
Umm Lajj,SA,100926,25.02,37.27,86.62,53,0,3.83,1524317677
Adrar,DZ,2508813,27.87,-0.29,89.6,11,0,17.22,1524315600
Fuzhou,CN,1810821,26.08,119.3,69.8,88,48,2.24,1524315600
Santa Lucia,ES,2511150,27.91,-15.54,68.0,56,75,8.05,1524315600
Bela,PK,1182998,26.23,66.31,72.94,10,0,4.54,1524317678
Jalu,LY,86049,29.03,21.55,90.31,21,0,16.46,1524317678
San Benito,US,4726290,26.13,-97.63,75.2,94,90,14.99,1524315300
Qeshm,IR,119374,26.96,56.27,84.2,62,0,13.87,1524315600
Sabha,LY,2212775,27.03,14.43,92.83,15,0,12.26,1524317679
Ribeira Grande,PT,3372707,38.52,-28.7,64.4,72,40,12.75,1524315600
Marsh Harbour,BS,3571913,26.54,-77.06,77.08,97,12,12.93,1524317587
Tomigusuku,JP,1850108,26.18,127.67,73.4,94,75,12.75,1524316860
Jarwal,IN,1269183,27.12,81.54,85.09,21,0,10.92,1524317680
Minab,IR,123941,27.15,57.07,84.2,62,0,13.87,1524315600
Turbat,PK,1163054,26.0,63.05,85.54,17,0,9.57,1524317680
Aransas Pass,US,4671141,27.91,-97.15,73.4,88,90,9.17,1524317220
Pacific Grove,US,5380437,36.62,-121.92,51.8,87,90,2.75,1524315300
Tabuk,SA,101628,28.38,36.58,95.0,8,40,23.04,1524315600
Saint George,BM,3573061,32.38,-64.68,66.2,52,40,9.17,1524315300
Anahuac,MX,4017764,26.44,-109.02,69.07,73,0,6.62,1524317681
Valentin Gomez Farias,MX,4011743,24.05,-104.7,55.4,43,20,12.75,1524314760
Springfield,US,4409896,37.22,-93.29,53.6,37,1,13.87,1524315120
Hongjiang,CN,1808106,27.21,109.83,70.42,86,80,6.85,1524317682
Lachhmangarh,IN,1271910,27.82,75.03,76.99,17,0,7.52,1524317682
Iglas,IN,1269809,27.71,77.94,78.07,19,0,6.85,1524317682
Zhicheng,CN,1805012,35.04,112.59,66.46,99,76,1.59,1524317682
Matay,EG,352628,28.42,30.79,88.96,25,0,10.25,1524317683
Freeport,BS,3572375,26.54,-78.7,78.8,78,75,9.17,1524315600
Waddan,LY,2209055,29.16,16.14,85.0,21,0,12.88,1524317683
Shingu,JP,1847947,33.72,135.99,61.87,91,0,8.34,1524317683
Banepa,NP,1283679,27.63,85.52,77.0,41,20,11.41,1524315000
Khandbari,NP,1283217,27.38,87.21,41.35,71,44,1.25,1524317684
Santa Barbara,MX,3998025,27.12,-108.72,70.78,25,0,2.53,1524317684
Wenling,CN,1791464,28.38,121.38,66.64,92,100,3.98,1524317684
Hamilton,BM,3573197,32.3,-64.78,66.2,52,40,9.17,1524315300
Khash,IR,1160571,28.22,61.21,65.47,15,0,6.51,1524317685
Awbari,LY,2219235,26.59,12.77,92.2,14,0,11.36,1524317745
Bardiyah,LY,80509,31.76,25.09,65.2,87,0,13.94,1524317745
Xichang,CN,1789647,27.88,102.25,61.78,51,36,1.74,1524317745
Jingdezhen,CN,1805680,29.29,117.2,67.36,99,92,6.22,1524317746
Chalmette,US,4319518,29.94,-89.96,64.4,93,40,3.36,1524316500
Dayong,CN,1789289,25.02,118.29,73.4,88,40,4.47,1524315600
Beni Suef,EG,359173,29.07,31.1,83.56,34,64,8.41,1524317746
Marsa Matruh,EG,352733,31.35,27.25,68.0,60,20,14.99,1524312000
Arrecife,ES,2521570,28.96,-13.55,73.4,49,75,19.46,1524315600
Suez,EG,359796,29.97,32.54,83.11,30,20,11.88,1524317747
Ures,MX,3971596,30.73,-112.95,61.15,61,56,3.87,1524317747
Hun,LY,2216645,29.13,15.95,85.0,21,0,12.88,1524317747
Longhua,CN,1805798,29.21,106.21,71.6,83,56,11.18,1524315600
Ramnagar,IN,1258640,27.09,81.4,98.6,20,0,6.93,1524315600
Daan,CN,1814642,33.06,106.3,60.52,92,88,1.19,1524317748
Jijiang,CN,1791888,29.8,120.61,77.0,69,0,4.47,1524315600
Half Moon Bay,US,5354943,37.46,-122.43,51.8,93,75,4.99,1524315600
Shenjiamen,CN,1795632,29.96,122.3,63.94,94,88,16.62,1524317748
Ponta Delgada,PT,3372783,37.73,-25.67,64.4,82,75,13.87,1524315600
Teguise,ES,2510573,29.06,-13.56,73.4,49,75,19.46,1524315600
Lockhart,US,4707295,29.88,-97.67,64.4,93,90,4.7,1524317100
Rudbar,AF,1128239,30.15,62.6,73.84,11,0,3.71,1524317749
Tias,ES,2510485,28.96,-13.65,73.4,49,75,19.46,1524317400
Nalut,LY,2214433,31.86,10.98,78.79,33,0,9.01,1524317750
Mastung,PK,1170706,29.8,66.85,51.79,27,0,3.38,1524317750
Orange Park,US,4167102,30.17,-81.71,69.8,93,90,9.17,1524316080
Ojinaga,MX,3994469,29.57,-104.42,65.47,14,0,10.87,1524317508
Kushima,JP,1895695,31.5,131.29,66.2,77,20,5.82,1524312000
Lichuan,CN,1803782,30.3,108.94,61.87,89,80,2.19,1524317750
Along,IN,1278969,28.17,94.8,62.32,98,92,1.19,1524317751
Tacoronte,ES,2510725,28.48,-16.41,69.8,93,90,13.87,1524315600
Oyama,JP,1853483,36.31,139.8,57.2,76,0,6.93,1524315600
Bardsir,IR,124647,29.93,56.57,80.6,4,20,16.11,1524315600
Fukue,JP,1848373,35.03,136.69,64.4,88,0,8.05,1524315600
Shadegan,IR,116102,30.65,48.67,93.2,48,40,13.87,1524315600
College Station,US,4682464,30.63,-96.33,62.6,87,90,5.82,1524316500
Severo-Kurilsk,RU,2121385,50.68,156.12,30.82,100,92,15.57,1524317752
Daphne,US,4058219,30.6,-87.9,64.4,82,40,6.93,1524315360
Jumla,NP,1283285,29.28,82.18,31.63,83,8,1.97,1524317752
Agadir,MA,2561668,30.42,-9.58,68.0,42,0,13.87,1524315600
Ravar,IR,118704,31.27,56.81,72.04,10,76,2.59,1524317753
Netivot,IL,294068,31.42,34.59,72.04,45,8,14.94,1524317753
Nikolskoye,RU,546105,59.7,30.79,42.8,81,90,24.61,1524315600
Ajdabiya,LY,89113,30.75,20.22,88.69,21,0,9.13,1524317753
Pecos,US,5528182,31.42,-103.49,57.2,24,1,10.29,1524316500
Fortuna,US,5563839,40.6,-124.16,42.8,93,1,5.82,1524315300
Chaman,PK,1181611,30.92,66.45,49.81,24,0,3.98,1524317754
Mehriz,IR,124274,31.58,54.44,84.2,11,75,9.17,1524315600
Puerto Palomas,MX,3991350,31.77,-107.62,46.4,42,1,10.29,1524315180
Zabol,IR,1113217,31.03,61.49,91.4,8,0,9.17,1524315600
Hit,IQ,95788,33.64,42.83,86.62,18,0,20.04,1524317815
Sabha,JO,247176,32.33,36.5,68.0,32,20,18.34,1524315600
Rosetta,EG,350203,31.4,30.42,71.6,56,40,17.22,1524312000
Sundarnagar,IN,1255434,31.53,76.88,53.59,77,0,4.05,1524317816
Torbay,CA,6167817,47.66,-52.73,39.2,77,75,25.28,1524315600
Douglas,US,4191916,31.51,-82.85,60.8,67,90,10.29,1524315360
Machico,PT,2266895,32.7,-16.77,64.4,77,75,13.87,1524315600
Big Spring,US,5517061,32.25,-101.48,60.8,67,1,19.46,1524316500
Danjiangkou,CN,1813828,32.54,111.51,65.83,95,48,2.37,1524317817
Huilong,CN,1784131,31.15,106.5,65.56,99,92,1.7,1524317817
Progreso,MX,3515690,20.25,-99.19,64.48,47,0,3.49,1524317817
Gatesville,US,4693150,31.44,-97.74,57.2,87,75,4.7,1524316500
Dublin,US,5152333,40.1,-83.11,44.6,60,1,3.36,1524316560
Havelock,US,4470244,34.88,-76.9,59.0,62,5,3.36,1524315480
Joshimath,IN,1268814,30.57,79.57,17.05,100,0,1.07,1524317758
Liliani,PK,1171991,32.21,72.95,63.94,84,0,5.88,1524317818
Tezu,IN,1254709,27.93,96.16,59.08,98,100,1.59,1524317818
Deir Hanna,IL,295339,32.86,35.37,75.2,44,40,14.99,1524315000
Rancho Palos Verdes,US,5386035,33.75,-118.37,55.4,100,90,3.31,1524316140
Shahreza,IR,417594,32.01,51.87,56.47,29,0,13.6,1524317806
Pasighat,IN,1260206,28.06,95.33,63.13,100,92,1.36,1524317819
Dehloran,IR,136702,32.69,47.27,79.42,32,68,4.38,1524317819
Brownfield,US,5517675,33.18,-102.27,55.4,93,40,12.59,1524317280
North Myrtle Beach,US,4589446,33.83,-78.68,60.8,62,1,8.05,1524316500
Vila Franca do Campo,PT,3372472,37.72,-25.43,64.4,82,75,13.87,1524315600
Beppu,JP,1864750,33.3,131.49,60.8,87,0,1.12,1524315600
Columbus,US,4188985,32.46,-84.99,60.8,62,40,10.29,1524315480
Artesia,US,5455796,32.84,-104.4,51.8,42,1,8.05,1524316500
Georgetown,US,4579662,33.38,-79.29,62.6,45,1,12.75,1524316500
Centerville,US,5772654,40.92,-111.87,44.6,51,1,5.82,1524315480
Xining,CN,1788852,36.62,101.77,42.61,83,8,4.09,1524317821
Orangeburg,US,4590184,33.49,-80.86,57.2,71,1,5.82,1524316500
Roswell,US,5488441,33.39,-104.52,51.8,43,1,8.05,1524316500
Hope,US,4115181,33.67,-93.59,51.8,76,1,4.7,1524315180
Camacha,PT,2270385,33.08,-16.33,64.4,77,40,24.16,1524315600
Ponta do Sol,PT,2264557,32.67,-17.1,62.6,77,75,13.87,1524315600
Masallatah,LY,2215163,32.62,14.0,76.45,30,0,11.81,1524317823
Koutsouras,GR,261814,35.03,25.95,64.57,95,0,22.62,1524317823
Abu Kamal,SY,174448,34.45,40.92,82.57,13,8,20.31,1524317823
Ruidoso,US,5488598,33.33,-105.67,48.2,69,1,16.11,1524316500
Taywarah,AF,1122464,33.35,64.42,42.97,38,0,2.98,1524317824
Arak,IR,143127,34.1,49.69,57.82,39,44,20.15,1524317589
Toba,JP,1850345,34.47,136.83,64.4,88,0,8.05,1524315600
Linxia,CN,1803331,35.6,103.21,42.61,86,44,1.59,1524317824
Xuchang,CN,1788046,34.03,113.82,69.8,94,90,2.24,1524315600
Jishui,CN,1806445,27.23,115.13,75.64,74,12,10.8,1524317884
Socorro,US,5530932,31.65,-106.3,51.8,39,1,8.08,1524315480
Gobo,JP,1863614,33.89,135.15,60.8,77,0,3.36,1524315600
Jasper,US,4069659,33.83,-87.28,55.4,93,0,5.88,1524315360
West Point,US,4450753,33.61,-88.65,55.4,62,1,4.7,1524316500
Hirado,JP,1862555,33.32,129.49,64.4,82,0,3.36,1524312000
Dancheng,CN,1813892,33.63,115.18,68.44,99,92,9.75,1524317886
Izumi,JP,1861107,34.43,135.47,62.6,77,0,3.36,1524315600
Yumen,CN,1528998,40.29,97.04,56.56,30,88,7.52,1524317886
Tucumcari,US,5495360,35.17,-103.73,44.6,93,90,6.93,1524315180
Dingli,MT,2563140,35.86,14.38,77.0,41,20,6.93,1524314700
Yatou,CN,1783956,33.81,104.32,52.96,71,100,1.74,1524317887
Stuttgart,US,4132625,34.5,-91.55,51.8,81,1,3.36,1524315180
Rizhao,CN,1797132,35.43,119.46,55.48,100,80,5.1,1524317887
Futtsu,JP,1859393,35.23,139.9,66.2,63,0,10.29,1524315600
Canyon,US,5518239,34.98,-101.92,48.2,93,90,8.05,1524316800
Zurrieq,MT,2562250,35.83,14.47,77.0,41,20,6.93,1524314700
Herat,AF,1140026,34.35,62.22,80.6,21,0,13.87,1524315300
Apple Valley,US,5324363,34.5,-117.19,51.8,49,5,5.82,1524315300
Dumas,US,5520552,35.87,-101.97,46.4,100,90,11.41,1524316980
Sinjar,IQ,448149,36.32,41.88,64.57,62,68,6.33,1524317888
Martil,MA,2542987,35.62,-5.28,62.6,93,75,11.41,1524315600
Obama,JP,1854849,35.49,135.74,47.29,90,0,2.26,1524317888
Leh,IN,1264976,34.16,77.58,7.24,73,48,0.29,1524317889
Kenitra,MA,2544571,34.26,-6.57,62.6,67,75,5.82,1524315600
Karpathos,GR,260895,35.51,27.21,68.0,49,0,28.86,1524316800
Garmsar,IR,32723,35.22,52.34,62.59,42,88,5.73,1524317889
Morro Bay,US,5374920,35.37,-120.85,48.2,87,1,4.21,1524315360
Sarakhs,IR,1159716,36.54,61.16,93.2,13,0,4.7,1524315600
Kumluca,TR,305681,36.37,30.29,56.65,26,8,2.53,1524317890
Fayetteville,US,4110486,36.06,-94.16,51.8,61,20,9.31,1524315480
Tazmalt,DZ,2477537,36.39,4.4,69.8,83,40,9.17,1524315600
Ukiah,US,5404476,39.15,-123.21,44.6,81,1,2.26,1524315360
Manzil Salim,TN,2469252,35.86,8.48,73.4,33,75,6.93,1524315600
Mooresville,US,4261585,39.61,-86.37,48.2,42,75,9.17,1524316500
Asmar,AF,1148205,35.03,71.36,48.37,90,0,1.7,1524317891
Kargil,IN,1267776,34.57,76.1,20.47,92,88,1.48,1524317754
Puyang,CN,1798422,35.76,115.02,66.64,100,92,7.29,1524317892
Wuan,CN,1790847,31.68,112.0,68.44,93,36,4.61,1524317892
Kamaishi,JP,2112444,39.28,141.86,58.18,50,0,7.4,1524317892
Tsubata,JP,1849782,36.67,136.73,64.4,55,0,3.36,1524315600
Blytheville,US,4102412,35.93,-89.92,53.6,46,1,12.75,1524316500
Manbij,SY,167357,36.53,37.96,57.2,71,75,8.05,1524315000
Monte Gordo,PT,2264314,39.81,-7.73,64.39,85,68,10.87,1524317893
Handan,CN,1808963,36.58,114.48,61.24,100,92,20.83,1524317893
Viransehir,TR,298033,37.24,39.76,65.74,41,92,4.54,1524317893
Kingsport,US,4634662,36.55,-82.56,55.4,30,1,8.05,1524316500
Anamur,TR,323828,36.08,32.84,64.21,78,0,6.55,1524317893
Berea,US,5147097,41.37,-81.85,41.0,60,75,3.04,1524316620
Bozova,TR,320581,37.36,38.53,66.2,36,75,4.7,1524315000
Pacifica,US,5380420,37.61,-122.49,51.8,93,75,3.31,1524315600
Khalkhal,IR,128008,37.62,48.53,40.54,100,92,2.04,1524317954
Jinan,CN,1805753,36.65,117.11,66.37,96,92,5.1,1524317955
Roquetas de Mar,ES,2511716,36.76,-2.61,80.6,34,0,28.86,1524317400
Bukan,IR,139889,36.52,46.21,55.39,44,80,13.78,1524317955
Berja,ES,2521016,36.85,-2.95,80.6,34,0,28.86,1524317400
Guymon,US,5515743,36.68,-101.48,44.6,100,90,11.41,1524316620
Baiyin,CN,1817240,36.55,104.13,57.2,50,0,2.24,1524315600
Namie,JP,2111704,37.52,140.86,57.2,87,0,1.12,1524312000
Dodge City,US,5445298,37.75,-100.02,44.6,87,90,8.05,1524315120
Salisbury,US,4368711,38.37,-75.6,48.2,56,1,3.36,1524315300
Constantine,DZ,2501152,36.36,6.61,73.4,46,40,12.75,1524315600
Gorgan,IR,132892,36.84,54.43,64.4,68,75,18.34,1524315600
Korla,CN,1529376,41.76,86.15,45.76,59,0,3.71,1524317956
Poros,GR,736151,40.11,21.53,66.2,29,20,0.74,1524315000
Oshnaviyeh,IR,121795,37.04,45.1,55.4,50,40,13.87,1524315600
Zhangye,CN,1785036,38.94,100.46,50.17,65,56,4.83,1524317957
Hutchinson,US,4273299,38.06,-97.93,46.4,93,90,10.29,1524315360
La Union,ES,2515151,37.62,-0.88,75.2,60,0,20.8,1524315600
Montrose,US,5431710,38.48,-107.88,39.2,93,90,1.52,1524315300
Gonbad-e Qabus,IR,132938,37.25,55.17,58.99,69,80,3.6,1524317958
Kardamas,GR,261002,37.77,21.33,75.2,25,0,12.75,1524316800
Nantucket,US,4944903,41.28,-70.1,46.4,93,1,16.11,1524316500
Hollins,US,4764534,37.35,-79.95,46.4,45,1,3.38,1524316500
Andros,GR,265040,37.83,24.93,64.4,45,0,21.92,1524316800
Fallon,US,5681948,46.84,-105.12,39.2,86,1,12.75,1524315360
Astara,IR,142676,38.43,48.87,53.6,87,90,2.24,1524315600
Genc,TR,314648,38.75,40.56,43.33,66,88,3.09,1524317959
Gazanjyk,TM,161974,39.24,55.52,70.96,38,0,7.78,1524317959
Mastic Beach,US,5126209,40.77,-72.85,48.2,49,1,10.29,1524315360
Wajima,JP,1848976,37.4,136.9,56.11,83,0,6.33,1524317960
Lamar,US,5427957,38.09,-102.62,42.8,87,90,6.93,1524315180
Ahar,IR,144616,38.48,47.07,44.5,96,92,1.07,1524317960
Topeka,US,4280539,39.05,-95.68,48.2,76,90,3.36,1524315180
Silvan,TR,300796,38.14,41.01,62.6,51,75,10.29,1524315000
Benidorm,ES,2521088,38.54,-0.13,71.6,49,0,16.11,1524317400
Kodiak,US,4407665,39.95,-94.76,50.0,39,90,11.41,1524315180
Garden City,US,5522004,31.86,-101.48,60.8,67,1,19.46,1524316500
Athens,US,4180386,33.96,-83.39,51.8,71,1,4.7,1524316500
Emirdag,TR,315621,39.02,31.15,50.17,67,76,10.54,1524317961
Marand,IR,124862,38.43,45.77,50.0,71,40,21.92,1524315600
Seoul,KR,1835848,37.57,126.98,62.6,62,0,2.24,1524313800
Sakaiminato,JP,1853174,35.55,133.23,59.0,62,0,3.36,1524315600
Dongsheng,CN,1788268,29.72,112.52,71.05,95,80,7.9,1524317962
Glenwood Springs,US,5423092,39.55,-107.33,37.4,100,90,4.7,1524316260
Colares,PT,2269142,38.8,-9.45,62.6,87,75,10.29,1524315600
Estremoz,PT,2268411,38.84,-7.59,60.8,87,20,4.7,1524315600
Fernley,US,5504003,39.61,-119.25,41.0,69,1,3.09,1524316500
Rabo de Peixe,PT,3372745,37.8,-25.58,64.4,82,75,13.87,1524315600
Rossano,IT,6539851,39.57,16.63,65.56,78,8,3.49,1524318023
Front Royal,US,4760232,38.92,-78.19,48.2,56,1,2.04,1524316500
Vienna,US,4825976,39.32,-81.55,48.2,39,1,6.93,1524317700
Brigantine,US,4500920,39.41,-74.36,46.4,45,1,12.75,1524315600
Seydi,TM,1218420,39.48,62.91,77.89,23,12,15.17,1524318025
Saint-Pierre,PM,3424934,46.77,-56.17,37.4,69,75,31.09,1524315600
Reno,US,5511077,39.53,-119.81,41.0,69,1,2.26,1524316500
Columbia,US,4381982,38.95,-92.33,50.0,39,1,9.17,1524316500
Oliva,ES,2513145,38.92,-0.12,62.41,87,0,7.29,1524318025
Khasan,RU,2039557,42.43,130.64,49.54,64,48,7.11,1524318025
Shache,CN,1280037,38.42,77.24,51.61,76,8,6.51,1524318026
Black Forest,US,5414069,39.01,-104.7,30.2,100,75,10.29,1524316080
Dasoguz,TM,601734,41.84,59.97,80.6,23,0,13.87,1524315600
Halifax,CA,6324729,44.65,-63.58,37.4,74,75,10.29,1524315600
Burhaniye,TR,320369,39.51,26.98,68.0,34,20,19.46,1524315000
Sabirabad,AZ,585187,40.01,48.48,53.14,99,92,3.76,1524318028
Noramarg,AM,616356,40.02,44.42,50.0,66,40,2.24,1524315600
Shitanjing,CN,1794971,39.23,106.34,43.87,63,0,1.81,1524317855
Nemuro,JP,2128975,43.32,145.57,44.77,75,0,16.46,1524318029
Miyako,JP,1848087,33.63,130.94,66.2,77,40,6.93,1524315600
Gazojak,TM,1514792,41.19,61.4,74.92,33,80,10.42,1524318029
Jiayuguan,CN,1280957,39.77,98.29,43.87,72,80,2.98,1524318029
Siniscola,IT,3166509,40.57,9.69,78.8,34,0,10.29,1524316800
Lagoa,PT,2267254,37.14,-8.45,62.6,88,75,12.75,1524315600
Shelburne,CA,6145890,44.08,-80.2,42.8,51,1,4.88,1524315600
Soure,PT,2733851,40.06,-8.63,60.8,87,75,10.29,1524315600
Salou,ES,3110986,41.08,1.14,75.2,47,20,5.82,1524317400
Xingcheng,CN,2033766,40.62,120.71,47.56,97,100,17.18,1524318031
Nardaran,AZ,585388,40.56,50.01,55.4,66,0,13.87,1524315600
Winnemucca,US,5710360,40.97,-117.74,30.2,92,1,3.36,1524315360
Almazar,UZ,1512342,40.32,69.01,71.6,26,0,13.42,1524315600
Hami,CN,1529484,42.84,93.51,59.89,26,88,5.1,1524318032
Streator,US,4912698,41.12,-88.84,44.6,52,1,5.5,1524316500
Yarmouth,CA,6185217,43.84,-66.12,42.8,89,40,13.87,1524315600
State College,US,5213681,40.79,-77.86,39.2,69,5,3.27,1524315240
Andijan,UZ,1484846,40.76,72.37,52.87,73,0,2.59,1524318032
Akcaabat,TR,752627,41.02,39.57,55.4,76,75,14.99,1524315000
Huntington,US,5121636,40.87,-73.43,48.2,45,1,4.7,1524315360
Bethel,US,5880568,60.79,-161.76,28.4,92,90,8.05,1524315180
